CustomerID,Region,Province,City,EnrollmentDate,CancelDate,ProductType,PlanName,Price,SalesChannel,Source,UtilityProvider,ContractDurationMonths,Usage,UsageUnit,SupportTickets,PricePerUnit,EstimatedMonthlyBill
CUST01262,British Columbia ,British Columbia,Victoria,05/03/2022,,Electricity,basic,132.93,Phone,N/A,BC Hydro,24,1459.51,kWh,0,0.12,175.14
CUST01263,ONTARIO,Ontario,Ottawa,22/10/2021,29/05/2022,Home Services,Prmium,47.38,EMAIL,TV,Enbridge,18,,N/A,1,,
CUST01264,Quebec,Quebec,Laval,08/12/2022,,Home Services,Prmium,44.42, Email, facebook,HQ,24,,N/A,1,,
CUST01265,Ontario ,Ontario,Mississauga,23/05/2021,,Electricity,premium ,96.7, Email,Referral,enbridge gas,18,1226.83,kWh,2,0.12,147.22
CUST01266,Ontario ,Ontario,Ottawa,27/10/2023,,Natural Gas,Prmium,80.51,In-person, facebook,Hydro One,12,117.62,GJ,1,3.5,411.67
CUST01267,quebec,Quebec,Quebec City,26/11/2021,,Home Services,premium ,52.64,,Referral,Hydro Quebec,6,,N/A,1,,
CUST01268,Quebec,Quebec,Laval,24/09/2023,,Home Services,Prmium,49.35, online, facebook,HQ,24,,N/A,2,,
CUST01269,Alberta,Alberta,Lethbridge,21/09/2023,,Home Services,Standard,33.55,EMAIL,TV,E.P.C.O.R,12,,N/A,2,,
CUST01270,ONTARIO,Ontario,Toronto,17/07/2023,,Electricity,Standrad,87.26,in person,Referral,Enbridge,12,1407.43,kWh,2,0.12,168.89
CUST01271,Alberta,Alberta,Calgary,03/02/2021,,Electricity,Green,100.73, phone,N/A,EPCOR,18,627.8,kWh,2,0.12,75.34
CUST01272,Manitoba,Manitoba,Thompson,20/03/2021,,Home Services,Prmium,32.51, Email,,MB Hydro,6,,N/A,0,,
CUST01273,british columbia,British Columbia,Kelowna,03/06/2022,,Natural Gas,premium ,101.58, Email, facebook,fortis bc,24,54.66,GJ,2,3.5,191.31
CUST01274,Ontario ,Ontario,Toronto,14/01/2022,,Electricity,Green,108.94, phone,tv,hydro one,6,1234.95,kWh,1,0.12,148.19
CUST01275, QUEBEC,Quebec,Gatineau,15/07/2021,,Home Services,Prmium,38.59,EMAIL,tv,Hydro Quebec,24,,N/A,2,,
CUST01276,ontario,Ontario,Toronto,28/05/2023,03/12/2023,Home Services,basic,24.15,In-person,,Hydro-One,18,,N/A,3,,
CUST01277,ONTARIO,Ontario,Hamilton,17/04/2021,,Home Services,Standard,61.89,EMAIL,TV,enbridge gas,24,,N/A,1,,
CUST01278,saskatchewan,Saskatchewan,Moose Jaw,11/05/2023,,Electricity,Premium,147.17, phone,tv,SPWR,24,764.56,kWh,2,0.12,91.75
CUST01279,ontario,Ontario,Hamilton,18/11/2021,,Electricity,Basic,87.2,in person, facebook,hydro one,24,1218.98,kWh,0,0.12,146.28
CUST01280,Quebec,Quebec,Quebec City,30/06/2023,,Natural Gas,Premium,51.14,Phone,,Hydro Quebec,24,192.21,GJ,0,3.5,672.74
CUST01281, alberta,Alberta,Red Deer,02/12/2021,28/12/2022,Natural Gas,premium ,48.51,EMAIL,Google Ads,E.P.C.O.R,18,128.78,GJ,4,3.5,450.73
CUST01282,B.C.,British Columbia,Kelowna,26/05/2022,,Home Services,Green,72.67, online,,BC Hydro,24,,N/A,1,,
CUST01283,Alberta,Alberta,Edmonton,18/08/2021,30/03/2024,Electricity,Flex,100.15,, facebook,E.P.C.O.R,18,495.02,kWh,1,0.12,59.4
CUST01284,ontario,Ontario,Hamilton,05/01/2021,,Home Services,premium ,22.39,in person,TV,Enbridge,18,,N/A,0,,
CUST01285,ONTARIO,Ontario,Ottawa,07/03/2022,,Home Services,premium ,67.29, phone,Facebook,Enbridge,6,,N/A,3,,
CUST01286,quebec,Quebec,Laval,13/08/2021,,Natural Gas,basic,78.26,in person,Referral,Hydro Quebec,12,179.09,GJ,2,3.5,626.82
CUST01287,ONTARIO,Ontario,Hamilton,21/07/2021,,Home Services,Premium,71.47,In-person,Referral,Hydro One,24,,N/A,2,,
CUST01288,Quebec,Quebec,Montreal,20/04/2023,,Electricity,Green,96.58, Email,Google Ads,Hydro Quebec,18,1228.76,kWh,1,0.12,147.45
CUST01289,ontario,Ontario,Hamilton,25/01/2022,,Electricity,Flex,127.37,In-person,,ENBRIDGE,24,1423.86,kWh,2,0.12,170.86
CUST01290,ontario,Ontario,Ottawa,29/09/2021,,Home Services,Standrad,55.99, Email,Referral,Enbridge,6,,N/A,0,,
CUST01291,Quebec,Quebec,Quebec City,20/06/2021,,Electricity,Prmium,87.31,, facebook,HQ,18,832.59,kWh,2,0.12,99.91
CUST01292,ONTARIO,Ontario,Hamilton,24/10/2023,,Natural Gas,Prmium,47.28,EMAIL, facebook,hydro one,6,180.67,GJ,2,3.5,632.34
CUST01293, alberta,Alberta,Red Deer,10/02/2021,,Natural Gas,Prmium,112.58,in person, facebook,epcor,18,181.21,GJ,2,3.5,634.24
CUST01294,ALBERTA,Alberta,Edmonton,24/07/2021,,Home Services,Standrad,60.18,in person,TV,epcor,18,,N/A,2,,
CUST01295,B.C.,British Columbia,Victoria,24/01/2021,,Home Services,basic,54.9,In-person,Referral,FortisBC,18,,N/A,2,,
CUST01296,ontario,Ontario,Ottawa,11/07/2022,,Home Services,basic,42.5, Email,,Enbridge,18,,N/A,2,,
CUST01297,ONTARIO,Ontario,Hamilton,05/01/2022,06/08/2024,Natural Gas,Standrad,105.05, Email,Google Ads,Enbridge,6,140.9,GJ,0,3.5,493.15
CUST01298,Ontario ,Ontario,Ottawa,18/05/2022,,Natural Gas,Standrad,55.94,Phone,N/A,enbridge gas,24,198.63,GJ,1,3.5,695.2
CUST01299,ALBERTA,Alberta,Calgary,25/01/2021,,Natural Gas,Prmium,100.81,Phone,Google Ads,EPCOR,6,67.92,GJ,1,3.5,237.72
CUST01300,british columbia,British Columbia,Surrey,28/09/2021,,Home Services,Standrad,32.29,Phone,Google Ads,BC Hydro,6,,N/A,3,,
CUST01301,ONTARIO,Ontario,Mississauga,17/02/2022,,Home Services,Flex,33.23,Online, facebook,Enbridge,12,,N/A,1,,
CUST01302,nova scotia,Nova Scotia,Sydney,23/03/2021,,Home Services,Standrad,32.19,Phone,TV,Nova Scotia Power,6,,N/A,5,,
CUST01303,Ontario ,Ontario,Mississauga,16/07/2021,10/10/2024,Electricity,basic,114.86,In-person,tv,Hydro One,18,1329.92,kWh,3,0.12,159.59
CUST01304,quebec,Quebec,Montreal,16/10/2022,,Electricity,Flex,80.9, phone,N/A,hydro quebec,24,878.71,kWh,3,0.12,105.45
CUST01305,british columbia,British Columbia,Kelowna,29/03/2023,,Home Services,premium ,65.9,in person,,FortisBC,24,,N/A,2,,
CUST01306,manitoba,Manitoba,Steinbach,26/06/2021,,Electricity,Flex,93.57, phone,N/A,manitoba hydro,12,1077.2,kWh,1,0.12,129.26
CUST01307,british columbia,British Columbia,Kelowna,09/04/2021,,Electricity,Green,140.86, Email,,BCH,6,845.61,kWh,3,0.12,101.47
CUST01308,B.C.,British Columbia,Victoria,10/01/2023,23/01/2024,Home Services,Prmium,41.57,Phone,,bc hydro,24,,N/A,2,,
CUST01309,Ontario ,Ontario,Hamilton,17/07/2022,,Electricity,Green,103.07,In-person,tv,ENBRIDGE,12,783.05,kWh,0,0.12,93.97
CUST01310,British Columbia ,British Columbia,Vancouver,09/03/2023,12/07/2024,Natural Gas,premium ,44.01, phone,Facebook,BC Hydro,24,84.29,GJ,3,3.5,295.02
CUST01311,Ontario ,Ontario,Ottawa,19/06/2021,,Electricity,Standrad,88.04,,Referral,Hydro One,12,706.36,kWh,1,0.12,84.76
CUST01312,NOVA SCOTIA,Nova Scotia,Halifax,04/12/2022,,Electricity,premium ,102.32, Email,TV,nsp,12,1261.41,kWh,1,0.12,151.37
CUST01313,quebec,Quebec,Montreal,22/02/2023,,Home Services,Green,69.04,In-person,Referral,Hydro Quebec,24,,N/A,2,,
CUST01314,B.C.,British Columbia,Surrey,11/12/2021,,Electricity,Prmium,136.99,Online,Google Ads,BC Hydro,6,1425.37,kWh,1,0.12,171.04
CUST01315,quebec,Quebec,Gatineau,14/08/2023,16/10/2023,Electricity,Prmium,111.65,Online,,Hydro Quebec,12,571.5,kWh,0,0.12,68.58
CUST01316,Alberta,Alberta,Lethbridge,21/10/2023,29/12/2024,Home Services,Basic,24.02, Email,TV,EPCOR,6,,N/A,3,,
CUST01317, QUEBEC,Quebec,Laval,14/04/2022,,Home Services,premium ,63.57,,,HQ,18,,N/A,3,,
CUST01318,British Columbia ,British Columbia,Kelowna,13/12/2022,,Home Services,basic,27.57,Phone,tv,BCH,6,,N/A,3,,
CUST01319,Ontario ,Ontario,Mississauga,27/09/2023,,Electricity,Prmium,62.15,EMAIL,tv,ENBRIDGE,6,853.65,kWh,1,0.12,102.44
CUST01320,Ontario ,Ontario,Ottawa,18/02/2021,,Home Services,Premium,58.94,Online,N/A,enbridge gas,12,,N/A,2,,
CUST01321,ontario,Ontario,Ottawa,05/04/2021,,Electricity,basic,93.44,in person,,ENBRIDGE,12,678.21,kWh,0,0.12,81.39
CUST01322,ontario,Ontario,Hamilton,15/01/2023,,Electricity,Prmium,64.78,EMAIL,N/A,hydro one,24,1386.74,kWh,1,0.12,166.41
CUST01323, MANITOBA,Manitoba,Winnipeg,16/09/2022,,Natural Gas,basic,45.42, online,tv,Manitoba Hydro,18,126.88,GJ,1,3.5,444.08
CUST01324,ontario,Ontario,Ottawa,25/10/2022,09/05/2024,Electricity,Basic,105.86,, facebook,Enbridge,6,1182.22,kWh,1,0.12,141.87
CUST01325,Saskatchewan ,Saskatchewan,Prince Albert,17/06/2021,,Natural Gas,Prmium,44.07,,Referral,sask power,24,119.04,GJ,1,3.5,416.64
CUST01326,Ontario ,Ontario,Hamilton,01/02/2023,06/09/2024,Home Services,Standrad,39.81,EMAIL,Facebook,Hydro One,12,,N/A,0,,
CUST01327,ontario,Ontario,Ottawa,21/11/2022,,Electricity,Basic,87.26,In-person,tv,Hydro One,24,703.34,kWh,4,0.12,84.4
CUST01328,British Columbia ,British Columbia,Victoria,25/04/2021,,Electricity,Standard,74.71,Phone,Facebook,BC Hydro,24,1025.01,kWh,3,0.12,123
CUST01329,Alberta,Alberta,Calgary,06/05/2021,,Natural Gas,Standard,93.55, online, facebook,EPCOR,24,74.84,GJ,3,3.5,261.94
CUST01330,Quebec,Quebec,Laval,16/05/2022,,Home Services,Prmium,51.6,,Facebook,HQ,12,,N/A,5,,
CUST01331,Alberta,Alberta,Edmonton,03/08/2023,,Natural Gas,Standrad,44.1,Online,Facebook,epcor,6,99.22,GJ,3,3.5,347.27
CUST01332,B.C.,British Columbia,Victoria,19/08/2021,,Electricity,Premium,143.34,, facebook,bc hydro,24,640.85,kWh,3,0.12,76.9
CUST01333,Ontario ,Ontario,Hamilton,13/04/2021,,Home Services,Premium,57.38, phone, facebook,Hydro One,6,,N/A,2,,
CUST01334,Saskatchewan ,Saskatchewan,Prince Albert,16/07/2021,,Natural Gas,Prmium,49.46,in person,,sask power,24,120.98,GJ,1,3.5,423.43
CUST01335,SASKATCHEWAN,Saskatchewan,Prince Albert,04/03/2022,,Electricity,Premium,90.25, online,N/A,SaskPower,6,1334.4,kWh,1,0.12,160.13
CUST01336,Alberta,Alberta,Calgary,28/08/2023,,Electricity,Standard,144.09,In-person,Google Ads,epcor,6,409.34,kWh,2,0.12,49.12
CUST01337,ontario,Ontario,Hamilton,11/09/2023,09/12/2024,Electricity,Prmium,119.95, phone,Google Ads,enbridge gas,12,1482.07,kWh,0,0.12,177.85
CUST01338,ALBERTA,Alberta,Red Deer,12/01/2024,16/06/2024,Electricity,Basic,133.93,in person,TV,E.P.C.O.R,24,1041.15,kWh,2,0.12,124.94
CUST01339,ontario,Ontario,Hamilton,15/08/2022,,Natural Gas,Green,51.09,EMAIL,Facebook,Hydro-One,12,142.32,GJ,4,3.5,498.12
CUST01340,Ontario ,Ontario,Toronto,18/07/2023,,Home Services,Standrad,71.13,In-person,,Enbridge,24,,N/A,2,,
CUST01341,ONTARIO,Ontario,Mississauga,05/04/2023,,Natural Gas,Flex,103.54,Online, facebook,ENBRIDGE,12,155.85,GJ,3,3.5,545.48
CUST01342, QUEBEC,Quebec,Quebec City,04/04/2022,,Electricity,Standard,73.29,EMAIL,TV,HQ,12,440.48,kWh,0,0.12,52.86
CUST01343,manitoba,Manitoba,Winnipeg,06/12/2022,,Natural Gas,Standrad,49.81,,Facebook,MB Hydro,12,136.89,GJ,0,3.5,479.11
CUST01344,B.C.,British Columbia,Kelowna,25/02/2023,,Electricity,Basic,62.82,Online,N/A,FortisBC,12,829.87,kWh,2,0.12,99.58
CUST01345,British Columbia ,British Columbia,Kelowna,30/07/2023,,Home Services,Premium,68.95, Email, facebook,fortis bc,12,,N/A,3,,
CUST01346,quebec,Quebec,Montreal,31/10/2022,,Natural Gas,Basic,110.74,in person,,Hydro Quebec,18,123.03,GJ,2,3.5,430.61
CUST01347,ONTARIO,Ontario,Ottawa,04/06/2021,,Electricity,Prmium,132.02, online, facebook,enbridge gas,6,1247.95,kWh,0,0.12,149.75
CUST01348, QUEBEC,Quebec,Montreal,27/12/2023,,Home Services,premium ,36.41, Email,tv,hydro quebec,24,,N/A,1,,
CUST01349,Saskatchewan ,Saskatchewan,Saskatoon,27/06/2021,,Home Services,basic,22.67, online,Google Ads,SPWR,24,,N/A,1,,
CUST01350,Ontario ,Ontario,Toronto,15/10/2023,,Natural Gas,Flex,75.94,Online,Google Ads,hydro one,12,187.12,GJ,2,3.5,654.92
CUST01351,manitoba,Manitoba,Steinbach,09/10/2023,23/04/2024,Natural Gas,Flex,71.76, Email,Google Ads,MB Hydro,6,84.38,GJ,1,3.5,295.33
CUST01352, alberta,Alberta,Red Deer,31/10/2022,,Home Services,Green,66.13,Phone,,E.P.C.O.R,12,,N/A,1,,
CUST01353,quebec,Quebec,Laval,03/12/2022,,Electricity,premium ,119.05,Phone,N/A,Hydro Quebec,6,827.93,kWh,2,0.12,99.35
CUST01354,B.C.,British Columbia,Surrey,21/12/2021,,Electricity,Green,75.21,Online,Facebook,BCH,24,422.76,kWh,2,0.12,50.73
CUST01355, QUEBEC,Quebec,Quebec City,05/10/2022,,Electricity,premium ,122.24, phone,Referral,hydro quebec,12,797.57,kWh,1,0.12,95.71
CUST01356,Manitoba,Manitoba,Winnipeg,11/06/2022,14/06/2024,Electricity,Standard,128.84, online,Referral,Manitoba Hydro,24,1247.37,kWh,0,0.12,149.68
CUST01357,Nova Scotia ,Nova Scotia,Halifax,12/09/2022,,Home Services,Standard,41.19, Email,tv,nsp,18,,N/A,1,,
CUST01358,Quebec,Quebec,Montreal,09/10/2022,,Electricity,premium ,133.37,,tv,Hydro Quebec,24,578.52,kWh,2,0.12,69.42
CUST01359,ontario,Ontario,Mississauga,28/05/2021,,Natural Gas,premium ,102.07, Email,tv,Enbridge,12,168.9,GJ,2,3.5,591.15
CUST01360, alberta,Alberta,Edmonton,01/05/2022,,Home Services,Flex,70.07,EMAIL,,E.P.C.O.R,24,,N/A,1,,
CUST01361,NOVA SCOTIA,Nova Scotia,Dartmouth,25/10/2022,,Natural Gas,Basic,85.68,Phone, facebook,Nova Scotia Power,18,56.29,GJ,0,3.5,197.01
CUST01362,ONTARIO,Ontario,Hamilton,01/05/2022,,Electricity,Standard,113.52,,Referral,Hydro One,12,1348.21,kWh,3,0.12,161.79
CUST01363,ALBERTA,Alberta,Lethbridge,31/10/2023,,Home Services,Basic,67.17, online,tv,EPCOR,18,,N/A,4,,
CUST01364,ALBERTA,Alberta,Lethbridge,31/01/2022,,Electricity,Premium,122.63, Email,TV,E.P.C.O.R,18,460.4,kWh,0,0.12,55.25
CUST01365,British Columbia ,British Columbia,Surrey,05/08/2022,,Electricity,Green,96.62,Phone,Facebook,fortis bc,18,800.16,kWh,2,0.12,96.02
CUST01366,ONTARIO,Ontario,Ottawa,26/08/2021,,Electricity,Standard,68.56,Online, facebook,hydro one,18,1424.55,kWh,6,0.12,170.95
CUST01367,british columbia,British Columbia,Vancouver,03/12/2023,,Home Services,Basic,36.59,,Referral,BC Hydro,18,,N/A,1,,
CUST01368,nova scotia,Nova Scotia,Dartmouth,07/01/2023,,Natural Gas,Prmium,61.52,Phone,TV,Nova Scotia Power,6,56.11,GJ,3,3.5,196.38
CUST01369,ONTARIO,Ontario,Toronto,15/04/2021,03/10/2021,Electricity,Standrad,108.78,Online,TV,ENBRIDGE,12,924.67,kWh,1,0.12,110.96
CUST01370,Ontario ,Ontario,Toronto,13/05/2021,,Electricity,Basic,102.33,In-person,TV,Hydro-One,12,1409.98,kWh,0,0.12,169.2
CUST01371,saskatchewan,Saskatchewan,Prince Albert,25/05/2021,,Home Services,Flex,49.56,in person,Google Ads,SPWR,24,,N/A,1,,
CUST01372,ONTARIO,Ontario,Ottawa,02/11/2022,,Home Services,Premium,44.27, Email,Facebook,ENBRIDGE,18,,N/A,2,,
CUST01373, MANITOBA,Manitoba,Brandon,31/05/2021,,Electricity,Standard,96.5,in person,Facebook,Manitoba Hydro,12,680.5,kWh,1,0.12,81.66
CUST01374,Quebec,Quebec,Quebec City,02/08/2022,22/03/2023,Home Services,Basic,33.85,in person,Google Ads,Hydro Quebec,6,,N/A,2,,
CUST01375,ontario,Ontario,Hamilton,15/05/2023,,Electricity,Flex,124.55,Phone,N/A,Hydro-One,6,523.87,kWh,1,0.12,62.86
CUST01376,Manitoba,Manitoba,Steinbach,04/04/2021,01/11/2023,Natural Gas,Prmium,118.18, Email,Facebook,MB Hydro,24,158.65,GJ,3,3.5,555.27
CUST01377,Quebec,Quebec,Quebec City,23/05/2023,,Electricity,basic,145.42, Email,Google Ads,hydro quebec,18,788.5,kWh,2,0.12,94.62
CUST01378, QUEBEC,Quebec,Montreal,23/05/2023,,Natural Gas,basic,81.94,in person,N/A,HQ,6,167.21,GJ,2,3.5,585.24
CUST01379,quebec,Quebec,Laval,28/05/2022,,Natural Gas,premium ,45.22,EMAIL, facebook,hydro quebec,18,113.92,GJ,3,3.5,398.72
CUST01380,ALBERTA,Alberta,Edmonton,07/11/2023,,Electricity,Green,74.44,in person,,epcor,12,703.18,kWh,0,0.12,84.38
CUST01381,ontario,Ontario,Toronto,09/07/2021,,Home Services,premium ,58.51,In-person,Referral,Hydro-One,18,,N/A,2,,
CUST01382,Quebec,Quebec,Laval,01/10/2022,,Natural Gas,Standrad,41.62, phone,tv,HQ,18,90.77,GJ,2,3.5,317.69
CUST01383,saskatchewan,Saskatchewan,Moose Jaw,04/07/2022,,Home Services,basic,78.65,Phone,TV,SPWR,6,,N/A,2,,
CUST01384,ONTARIO,Ontario,Mississauga,31/10/2023,,Home Services,basic,31.61, phone,Facebook,Enbridge,24,,N/A,5,,
CUST01385, alberta,Alberta,Red Deer,20/10/2022,,Natural Gas,Standrad,77.75,in person,tv,EPCOR,18,144.33,GJ,2,3.5,505.16
CUST01386,Ontario ,Ontario,Toronto,26/01/2024,,Natural Gas,Flex,74.47,,Google Ads,ENBRIDGE,6,86.18,GJ,0,3.5,301.63
CUST01387,B.C.,British Columbia,Vancouver,21/03/2021,,Electricity,Standrad,108.15, phone,Referral,bc hydro,24,1353.21,kWh,2,0.12,162.39
CUST01388,ontario,Ontario,Ottawa,23/03/2022,,Home Services,Basic,35.39, Email,Referral,Enbridge,18,,N/A,4,,
CUST01389,saskatchewan,Saskatchewan,Prince Albert,22/07/2023,,Electricity,Green,131.2,,tv,SaskPower,6,660.38,kWh,0,0.12,79.25
CUST01390,Quebec,Quebec,Gatineau,01/05/2022,,Natural Gas,Flex,103.66, online,Referral,hydro quebec,6,148.59,GJ,1,3.5,520.07
CUST01391,ONTARIO,Ontario,Ottawa,01/07/2022,07/01/2023,Natural Gas,premium ,95.68,Phone,Referral,ENBRIDGE,6,154.46,GJ,3,3.5,540.61
CUST01392,ontario,Ontario,Mississauga,17/06/2023,,Electricity,Premium,77.63,in person,tv,Hydro-One,12,657.64,kWh,1,0.12,78.92
CUST01393,Ontario ,Ontario,Mississauga,28/02/2023,,Electricity,Standard,125.32,in person, facebook,Hydro One,18,648.19,kWh,0,0.12,77.78
CUST01394,quebec,Quebec,Gatineau,27/11/2021,24/08/2022,Home Services,Standrad,20.46, online,Google Ads,hydro quebec,12,,N/A,1,,
CUST01395,ontario,Ontario,Hamilton,18/10/2023,,Electricity,Standard,99.12,In-person,Facebook,hydro one,18,632.96,kWh,1,0.12,75.96
CUST01396,Manitoba,Manitoba,Thompson,20/01/2023,,Home Services,Standrad,30.33,EMAIL,Facebook,MB Hydro,18,,N/A,2,,
CUST01397,Quebec,Quebec,Laval,15/12/2021,,Electricity,Standrad,86.6,,,Hydro Quebec,6,1278.13,kWh,0,0.12,153.38
CUST01398,ONTARIO,Ontario,Toronto,18/06/2021,,Electricity,basic,95.51,In-person,Google Ads,Hydro-One,12,652.71,kWh,1,0.12,78.33
CUST01399,Alberta,Alberta,Edmonton,28/06/2022,,Electricity,premium ,109.7, online,Referral,EPCOR,18,959.26,kWh,1,0.12,115.11
CUST01400,British Columbia ,British Columbia,Surrey,15/05/2023,25/03/2024,Home Services,Standrad,49.43,in person,TV,BC Hydro,12,,N/A,2,,
CUST01401,ONTARIO,Ontario,Toronto,28/06/2021,,Electricity,Prmium,101.48,Online, facebook,Hydro-One,6,478.58,kWh,4,0.12,57.43
CUST01402,ontario,Ontario,Toronto,09/03/2022,,Electricity,Prmium,74.84, phone,Referral,Hydro One,12,1159.97,kWh,2,0.12,139.2
CUST01403,ontario,Ontario,Hamilton,11/06/2023,,Natural Gas,Basic,97.54, online, facebook,Enbridge,24,130.85,GJ,0,3.5,457.97
CUST01404,B.C.,British Columbia,Vancouver,18/12/2021,,Home Services,Premium,25.1,In-person,,fortis bc,18,,N/A,2,,
CUST01405, alberta,Alberta,Lethbridge,29/10/2022,,Electricity,Basic,88.27,EMAIL,Google Ads,E.P.C.O.R,24,1306.79,kWh,1,0.12,156.81
CUST01406,quebec,Quebec,Gatineau,22/05/2023,,Electricity,Standrad,91.08, online,Referral,Hydro Quebec,18,403.08,kWh,1,0.12,48.37
CUST01407, MANITOBA,Manitoba,Steinbach,24/08/2023,,Electricity,Premium,131.79,,tv,MB Hydro,18,1019.3,kWh,0,0.12,122.32
CUST01408,B.C.,British Columbia,Surrey,12/08/2023,,Electricity,Basic,109.73,Phone,,Fortis,6,1303.74,kWh,1,0.12,156.45
CUST01409,Alberta,Alberta,Lethbridge,15/11/2023,,Electricity,Prmium,130.79,Phone,TV,E.P.C.O.R,12,1341.63,kWh,1,0.12,161
CUST01410,Manitoba,Manitoba,Winnipeg,26/09/2023,,Natural Gas,premium ,49.94,,Google Ads,MB Hydro,18,189.22,GJ,1,3.5,662.27
CUST01411,ONTARIO,Ontario,Mississauga,15/05/2023,,Electricity,Flex,94.03,in person,Referral,Hydro-One,24,921.01,kWh,2,0.12,110.52
CUST01412,ontario,Ontario,Mississauga,10/02/2021,,Electricity,Green,125.34,,Facebook,enbridge gas,24,555.65,kWh,1,0.12,66.68
CUST01413,ontario,Ontario,Mississauga,05/08/2023,,Electricity,premium ,98.78, phone,Facebook,hydro one,18,861.78,kWh,1,0.12,103.41
CUST01414,Ontario ,Ontario,Toronto,19/10/2023,,Electricity,Prmium,145.15, online,Facebook,Enbridge,6,720.79,kWh,3,0.12,86.49
CUST01415, QUEBEC,Quebec,Quebec City,14/12/2023,,Electricity,Flex,146.33,Phone,Referral,hydro quebec,24,805.95,kWh,2,0.12,96.71
CUST01416,Nova Scotia ,Nova Scotia,Truro,20/02/2022,,Natural Gas,Standard,69.47,,TV,Nova Scotia Power,18,179.46,GJ,1,3.5,628.11
CUST01417,ONTARIO,Ontario,Mississauga,14/02/2021,,Electricity,Prmium,63.38,Phone,Facebook,Hydro-One,12,1314.93,kWh,4,0.12,157.79
CUST01418,ontario,Ontario,Ottawa,08/10/2021,,Electricity,Green,112.84, phone,N/A,Hydro-One,12,1306.33,kWh,1,0.12,156.76
CUST01419,quebec,Quebec,Quebec City,01/03/2022,23/07/2023,Electricity,Standard,108.99,in person,tv,HQ,6,1059.84,kWh,1,0.12,127.18
CUST01420,Nova Scotia ,Nova Scotia,Sydney,12/06/2022,08/01/2024,Electricity,Standrad,136.93, phone,Referral,Nova Scotia Power,24,1108.43,kWh,1,0.12,133.01
CUST01421,Ontario ,Ontario,Mississauga,10/01/2021,,Electricity,premium ,140.26,Phone,TV,enbridge gas,12,950.75,kWh,0,0.12,114.09
CUST01422,quebec,Quebec,Montreal,09/10/2021,18/06/2022,Home Services,premium ,27.67,,Google Ads,Hydro Quebec,12,,N/A,1,,
CUST01423,Ontario ,Ontario,Hamilton,30/05/2023,,Natural Gas,Standard,116.83, Email,Google Ads,enbridge gas,12,124.6,GJ,0,3.5,436.1
CUST01424,Ontario ,Ontario,Hamilton,19/10/2023,,Home Services,Standard,38.67, phone,Referral,Hydro One,18,,N/A,1,,
CUST01425,SASKATCHEWAN,Saskatchewan,Saskatoon,15/09/2022,,Natural Gas,Basic,86.92, Email,tv,sask power,12,109.55,GJ,1,3.5,383.43
CUST01426,saskatchewan,Saskatchewan,Regina,19/04/2021,,Home Services,Flex,47.08, online, facebook,SaskPower,24,,N/A,3,,
CUST01427,ontario,Ontario,Toronto,09/08/2021,,Natural Gas,premium ,82.89,Phone, facebook,Enbridge,6,154.31,GJ,2,3.5,540.09
CUST01428,saskatchewan,Saskatchewan,Moose Jaw,11/09/2023,,Natural Gas,Standard,49.32,In-person,N/A,SPWR,6,114.3,GJ,0,3.5,400.05
CUST01429,Alberta,Alberta,Calgary,17/02/2021,,Electricity,Standard,133.64,Phone,N/A,epcor,12,623.5,kWh,1,0.12,74.82
CUST01430,Manitoba,Manitoba,Thompson,23/05/2021,,Natural Gas,Green,111.8, online,Google Ads,Manitoba Hydro,24,81.93,GJ,2,3.5,286.75
CUST01431, QUEBEC,Quebec,Quebec City,05/04/2023,19/10/2023,Home Services,premium ,58.65,In-person,tv,hydro quebec,18,,N/A,2,,
CUST01432,Quebec,Quebec,Laval,08/08/2022,20/06/2024,Electricity,basic,130.22, online,Facebook,HQ,12,734.41,kWh,6,0.12,88.13
CUST01433,Quebec,Quebec,Gatineau,06/12/2022,,Home Services,Basic,32.72, online,Referral,hydro quebec,6,,N/A,1,,
CUST01434, alberta,Alberta,Calgary,14/06/2022,,Natural Gas,Prmium,119.46, phone,Facebook,E.P.C.O.R,18,154.1,GJ,2,3.5,539.35
CUST01435,ontario,Ontario,Ottawa,02/09/2021,,Home Services,Premium,44.17, Email,N/A,enbridge gas,18,,N/A,4,,
CUST01436,ontario,Ontario,Hamilton,29/07/2022,,Home Services,Standrad,58.21,in person,TV,enbridge gas,18,,N/A,0,,
CUST01437,Ontario ,Ontario,Toronto,30/04/2022,,Electricity,Flex,69.75,in person,Facebook,Hydro One,12,1376.07,kWh,0,0.12,165.13
CUST01438,British Columbia ,British Columbia,Kelowna,26/01/2024,,Home Services,Basic,79.4,EMAIL,TV,bc hydro,24,,N/A,1,,
CUST01439,Ontario ,Ontario,Toronto,19/05/2022,,Natural Gas,Flex,64.76,in person,tv,Enbridge,18,54.58,GJ,3,3.5,191.03
CUST01440, alberta,Alberta,Red Deer,01/06/2023,,Electricity,Basic,140.75, Email,Referral,epcor,12,972.23,kWh,0,0.12,116.67
CUST01441,Saskatchewan ,Saskatchewan,Prince Albert,16/07/2023,,Electricity,Prmium,109.01,In-person,N/A,sask power,18,1333.87,kWh,0,0.12,160.06
CUST01442,ONTARIO,Ontario,Toronto,12/05/2021,,Natural Gas,Basic,84.94, Email,Referral,Hydro One,12,101.71,GJ,1,3.5,355.98
